model_key,Date,Order_Demand
Product_0031-Whse_J-Category_005,2012-01-05,8.575650760987806
Product_0031-Whse_J-Category_005,2012-01-06,7.972810784121404
Product_0031-Whse_J-Category_005,2012-01-07,8.274230772554604
Product_0031-Whse_J-Category_005,2012-01-08,8.274230772554604
Product_0031-Whse_J-Category_005,2012-01-09,5.303304908059076
Product_0031-Whse_J-Category_005,2012-01-10,8.476579508530941
Product_0031-Whse_J-Category_005,2012-01-11,8.77971129020447
Product_0031-Whse_J-Category_005,2012-01-12,7.313886831633462
Product_0031-Whse_J-Category_005,2012-01-13,7.601402334583733
Product_0031-Whse_J-Category_005,2012-01-14,7.494976974602335
Product_0031-Whse_J-Category_005,2012-01-15,7.494976974602335
Product_0031-Whse_J-Category_005,2012-01-16,8.006700845440367
Product_0031-Whse_J-Category_005,2012-01-17,7.972810784121404
Product_0031-Whse_J-Category_005,2012-01-18,8.412054873292933
Product_0031-Whse_J-Category_005,2012-01-19,7.170888478512505
Product_0031-Whse_J-Category_005,2012-01-20,6.90875477931522
Product_0031-Whse_J-Category_005,2012-01-21,7.694241952136484
Product_0031-Whse_J-Category_005,2012-01-22,7.694241952136484
Product_0031-Whse_J-Category_005,2012-01-23,5.993961427306569
Product_0031-Whse_J-Category_005,2012-01-24,9.036106025364846
Product_0031-Whse_J-Category_005,2012-01-25,7.937731775260109
Product_0031-Whse_J-Category_005,2012-01-26,8.79497643168877
Product_0031-Whse_J-Category_005,2012-01-27,8.24301946898925
Product_0031-Whse_J-Category_005,2012-01-28,8.00115902572191
Product_0031-Whse_J-Category_005,2012-01-29,8.00115902572191
Product_0031-Whse_J-Category_005,2012-01-30,8.101980731853192
Product_0031-Whse_J-Category_005,2012-01-31,7.244941546337007
Product_0031-Whse_J-Category_005,2012-02-01,8.006700845440367
Product_0031-Whse_J-Category_005,2012-02-02,7.601402334583733
Product_0031-Whse_J-Category_005,2012-02-03,8.867990898182093
Product_0031-Whse_J-Category_005,2012-02-04,7.964603271279276
Product_0031-Whse_J-Category_005,2012-02-05,7.964603271279276
Product_0031-Whse_J-Category_005,2012-02-06,9.036106025364846
Product_0031-Whse_J-Category_005,2012-02-07,7.650168700845001
Product_0031-Whse_J-Category_005,2012-02-08,8.517393171418904
Product_0031-Whse_J-Category_005,2012-02-09,7.438971592395862
Product_0031-Whse_J-Category_005,2012-02-10,7.496097345175956
Product_0031-Whse_J-Category_005,2012-02-11,8.027747367040112
Product_0031-Whse_J-Category_005,2012-02-12,8.027747367040112
Product_0031-Whse_J-Category_005,2012-02-13,7.601402334583733
Product_0031-Whse_J-Category_005,2012-02-14,8.867990898182093
Product_0031-Whse_J-Category_005,2012-02-15,8.94910546953925
Product_0031-Whse_J-Category_005,2012-02-16,8.160803920954665
Product_0031-Whse_J-Category_005,2012-02-17,6.90875477931522
Product_0031-Whse_J-Category_005,2012-02-18,8.09761148051499
Product_0031-Whse_J-Category_005,2012-02-19,8.09761148051499
Product_0031-Whse_J-Category_005,2012-02-20,9.036106025364846
Product_0031-Whse_J-Category_005,2012-02-21,7.972810784121404
Product_0031-Whse_J-Category_005,2012-02-22,7.3783837129967145
Product_0031-Whse_J-Category_005,2012-02-23,8.648396877031582
Product_0031-Whse_J-Category_005,2012-02-24,7.972810784121404
Product_0031-Whse_J-Category_005,2012-02-25,8.20170163672719
Product_0031-Whse_J-Category_005,2012-02-26,8.20170163672719
Product_0031-Whse_J-Category_005,2012-02-27,7.170888478512505
Product_0031-Whse_J-Category_005,2012-02-28,8.45553053102413
Product_0031-Whse_J-Category_005,2012-02-29,9.036106025364846
Product_0031-Whse_J-Category_005,2012-03-01,7.438971592395862
Product_0031-Whse_J-Category_005,2012-03-02,7.650168700845001
Product_0031-Whse_J-Category_005,2012-03-03,7.950333065628468
Product_0031-Whse_J-Category_005,2012-03-04,7.950333065628468
Product_0031-Whse_J-Category_005,2012-03-05,6.2166061010848646
Product_0031-Whse_J-Category_005,2012-03-06,7.696667081526462
Product_0031-Whse_J-Category_005,2012-03-07,8.160803920954665
Product_0031-Whse_J-Category_005,2012-03-08,8.006700845440367
Product_0031-Whse_J-Category_005,2012-03-09,9.036106025364846
Product_0031-Whse_J-Category_005,2012-03-10,7.823376794874241
Product_0031-Whse_J-Category_005,2012-03-11,7.823376794874241
Product_0031-Whse_J-Category_005,2012-03-12,5.993961427306569
Product_0031-Whse_J-Category_005,2012-03-13,8.101980731853192
Product_0031-Whse_J-Category_005,2012-03-14,8.188966863648876
Product_0031-Whse_J-Category_005,2012-03-15,7.00397413672268
Product_0031-Whse_J-Category_005,2012-03-16,8.160803920954665
Product_0031-Whse_J-Category_005,2012-03-17,7.489937416097197
Product_0031-Whse_J-Category_005,2012-03-18,7.489937416097197
Product_0031-Whse_J-Category_005,2012-03-19,6.68586094706836
Product_0031-Whse_J-Category_005,2012-03-20,7.509901467098646
Product_0031-Whse_J-Category_005,2012-03-21,8.476579508530941
Product_0031-Whse_J-Category_005,2012-03-22,8.412054873292933
Product_0031-Whse_J-Category_005,2012-03-23,8.648396877031582
Product_0031-Whse_J-Category_005,2012-03-24,8.055723051480957
Product_0031-Whse_J-Category_005,2012-03-25,8.055723051480957
Product_0031-Whse_J-Category_005,2012-03-26,6.90875477931522
Product_0031-Whse_J-Category_005,2012-03-27,6.398594934535208
Product_0031-Whse_J-Category_005,2012-03-28,7.313886831633462
Product_0031-Whse_J-Category_005,2012-03-29,7.170888478512505
Product_0031-Whse_J-Category_005,2012-03-30,8.101980731853192
Product_0031-Whse_J-Category_005,2012-03-31,7.17882115116992
Product_0031-Whse_J-Category_005,2012-04-01,5.303304908059076
Product_0031-Whse_J-Category_005,2012-04-02,7.901377353792616
Product_0031-Whse_J-Category_005,2012-04-03,8.006700845440367
Product_0031-Whse_J-Category_005,2012-04-04,6.55250788703459
Product_0031-Whse_J-Category_005,2012-04-05,5.303304908059076
Product_0031-Whse_J-Category_005,2012-04-06,6.2166061010848646
Product_0031-Whse_J-Category_005,2012-04-07,6.547300333911768
Product_0031-Whse_J-Category_005,2012-04-08,6.90875477931522
Product_0031-Whse_J-Category_005,2012-04-09,7.696667081526462
Product_0031-Whse_J-Category_005,2012-04-10,8.006700845440367
Product_0031-Whse_J-Category_005,2012-04-11,8.94910546953925
Product_0031-Whse_J-Category_005,2012-04-12,8.612685172875459
Product_0031-Whse_J-Category_005,2012-04-13,8.006700845440367
Product_0031-Whse_J-Category_005,2012-04-14,8.030102365689523
Product_0031-Whse_J-Category_005,2012-04-15,8.254371882964383
Product_0031-Whse_J-Category_005,2012-04-16,7.741099090035366
Product_0031-Whse_J-Category_005,2012-04-17,8.612685172875459
Product_0031-Whse_J-Category_005,2012-04-18,7.00397413672268
Product_0031-Whse_J-Category_005,2012-04-19,8.497194544909547
